"STNAME","CTYNAME","TOT_POP","TOT_MALE","TOT_FEMALE","total_votes","per_gop","Crude.Prevalence.Estimate","race"
"Missouri","Bates County",16242,8202,8040,8340,80.3597122302158,24.6,94.6866149488979
"Missouri","Benton County",20552,10428,10124,10769,79.1716965363543,23,95.5722070844687
"Missouri","Bollinger County",10544,5317,5227,6161,87.0800194773576,24.6,96.2727617602428
"Missouri","Boone County",189463,91855,97608,89978,44.0918891284536,24,80.3845605738324
"Missouri","Buchanan County",82956,41946,41010,35737,63.2565688222291,24.6,87.4174261054053
"Missouri","Butler County",41948,20368,21580,17859,81.4659275435355,24.9,89.1484695337084
"Missouri","Caldwell County",8955,4580,4375,4703,80.1828620029768,23.8,94.8520379676159
"Missouri","Callaway County",44731,23039,21692,21447,70.9003590245722,24.3,91.0263575596343
"Missouri","Camden County",44044,22013,22031,25548,76.7065915140128,21.8,95.8450640268822
"Missouri","Cape Girardeau County",82984,40495,42489,40336,72.6770130900436,23.8,86.5841608020823
"Missouri","Carroll County",8391,4189,4202,4528,81.8904593639576,23.1,95.3879156238827
"Missouri","Carter County",5303,2596,2707,2862,86.932215234102,24.3,94.9085423345276
"Missouri","Cass County",111732,55034,56698,59327,65.3867547659582,22.7,89.777324311746
"Missouri","Cedar County",14672,7318,7354,7187,84.3745651871435,24.4,95.2767175572519
"Missouri","Chariton County",7399,3715,3684,4088,77.7641878669276,22.2,94.9993242330045
"Missouri","Christian County",94422,46474,47948,50770,75.5938546385661,22.7,94.487513503209
"Missouri","Clark County",6641,3451,3190,3333,80.3780378037804,24.5,96.7775937358831
"Missouri","Clay County",259772,128506,131266,130063,52.0424717252408,23.1,84.4713825970466
"Missouri","Clinton County",21548,10898,10650,11228,73.3434271464197,22.9,94.9183218860219
"Missouri","Cole County",77278,39188,38090,40128,66.5021929824561,21.6,83.6913481197754
"Missouri","Cooper County",16947,8554,8393,8833,72.3763160873995,23.2,90.1693515076415
"Missouri","Crawford County",22719,11306,11413,10829,80.7276756856589,25.4,96.3950878119635
"Missouri","Dade County",7716,3920,3796,4185,83.1541218637993,24.4,94.556765163297
"Missouri","Dallas County",17768,8884,8884,8440,81.8364928909953,24.9,95.5481764970734
"Missouri","Daviess County",8551,4303,4248,3925,81.1464968152866,24.3,96.9126417962811
"Missouri","DeKalb County",9899,5163,4736,4814,80.702118820108,21.6,93.1912314375189
"Missouri","Dent County",14647,7375,7272,7103,84.6543713923694,25.1,95.2413463507886
"Missouri","Douglas County",12228,6186,6042,7289,85.6358896968034,23.7,94.2836113837095
"Missouri","Dunklin County",27032,12959,14073,10051,80.5491990846682,25.2,85.0843444806156
"Missouri","Franklin County",106404,53439,52965,55454,72.3590723843185,23.4,96.157099357167
"Missouri","Gasconade County",14705,7438,7267,7996,79.6648324162081,22.7,96.7154029241755
"Missouri","Gentry County",6287,3072,3215,3292,80.5285540704739,24.3,96.3416573882615
"Missouri","Greene County",304611,149289,155322,143935,59.7186229895439,25,89.6822504768377
"Missouri","Grundy County",9815,4841,4974,4400,81.4090909090909,23.8,94.9465104431992
"Missouri","Harrison County",8220,4121,4099,3845,85.6436931079324,23.6,96.5815085158151
"Missouri","Henry County",22485,11150,11335,10932,75.7958287596048,24.4,94.8365577051368
"Missouri","Hickory County",8718,4301,4417,5120,80.234375,23.6,95.2282633631567
"Missouri","Holt County",4248,2106,2142,2352,84.2687074829932,22.2,95.7627118644068
"Missouri","Howard County",10101,5121,4980,4955,71.321897073663,23.3,90.8523908523909
"Missouri","Howell County",40735,19991,20744,18963,82.9668301429099,26,95.3307966122499
"Missouri","Iron County",9440,4782,4658,4517,80.6730130617667,24.6,95.2966101694915
"Missouri","Jackson County",718560,348521,370039,317702,39.5370504434974,22.6,70.1188488087286
"Missouri","Jasper County",125056,61404,63652,53756,72.7063025522732,25,89.9397070112589
"Missouri","Jefferson County",231230,115540,115690,119287,67.7324436024043,25,95.2545084980323
"Missouri","Johnson County",54962,28167,26795,23591,69.0856682633208,24.3,89.3781157890906
"Missouri","Knox County",3723,1903,1820,1810,81.7127071823204,24.4,95.5949503088907
"Missouri","Laclede County",36680,18360,18320,17076,82.8941204029047,25,94.6074154852781
"Missouri","Lafayette County",33196,16558,16638,17244,73.7647877522617,22.8,93.6950234968068
"Missouri","Lawrence County",38872,19529,19343,18417,81.4519194222729,24.2,94.3944227207244
"Missouri","Lewis County",9818,4899,4919,4484,79.5049063336307,23.7,93.7156243634141
"Missouri","Lincoln County",64699,32759,31940,32129,77.394254411902,25.3,94.6938901683179
"Missouri","Linn County",11791,5810,5981,5684,78.0612244897959,24.4,96.4718853362734
"Missouri","Livingston County",14557,6608,7949,6871,78.5184107116868,23.9,93.3571477639624
"Missouri","McDonald County",23903,12158,11745,9338,83.9901477832512,25.1,84.5416893276995
"Missouri","Macon County",15161,7624,7537,7838,80.3776473590202,23.4,94.2088252753776
"Missouri","Madison County",12698,6467,6231,5753,82.0615331131583,24.5,95.2275948968341
"Missouri","Maries County",8430,4278,4152,4786,83.3054743000418,24.1,95.6465005931198
"Missouri","Marion County",28336,13822,14514,13148,75.9887435351384,24.3,91.3290513833992
"Missouri","Mercer County",3469,1709,1760,1792,86.2165178571429,23.4,95.7048140674546
"Missouri","Miller County",25590,12822,12768,13009,83.2193097086632,24.5,95.8069558421258
"Missouri","Mississippi County",11822,6080,5742,4449,76.5115756349742,23.7,73.7946201996278
"Missouri","Moniteau County",15256,7919,7337,7273,80.805719785508,23.7,94.7954902988988
"Missouri","Monroe County",8698,4449,4249,4376,79.4332723948812,23.2,93.4697631639457
"Missouri","Montgomery County",11459,5784,5675,5996,79.6531020680454,23.8,95.2002792564796
"Missouri","Morgan County",21970,11089,10881,9733,79.3691564779616,24.3,95.1979972690032
"Missouri","New Madrid County",15424,7263,8161,6811,76.3911319923653,24.6,80.2904564315353
"Missouri","Newton County",60677,30370,30307,29083,78.8192414812777,23.9,89.0090149480034
"Missouri","Nodaway County",20695,10423,10272,9682,71.3592233009709,24.6,94.3657888378835
"Missouri","Oregon County",8720,4308,4412,4612,84.2150910667823,24.9,94.4724770642202
"Missouri","Osage County",13468,6874,6594,7725,86.1747572815534,23.2,97.8467478467478
"Missouri","Ozark County",8970,4552,4418,4779,84.6202134337727,24.2,95.5183946488294
"Missouri","Pemiscot County",14613,7019,7594,5270,74.326375711575,25,69.6160952576473
"Missouri","Perry County",18950,9550,9400,9823,81.2989921612542,23.6,96.0263852242744
"Missouri","Pettis County",43530,21819,21711,18877,73.6716639296498,23.8,91.171605789111
"Missouri","Phelps County",45284,23704,21580,19294,70.7888462734529,23.9,90.106881017578
"Missouri","Pike County",17935,9667,8268,7824,78.6170756646217,23.4,91.1067744633398
"Missouri","Platte County",111940,55342,56598,57787,50.8436153460121,21.1,84.2085045560122
"Missouri","Polk County",32780,16261,16519,15817,80.2364544477461,24.6,94.8657718120805
"Missouri","Pulaski County",53812,30560,23252,15545,74.486973303313,22.7,78.6516018731881
"Missouri","Putnam County",4638,2361,2277,2380,84.9159663865546,22.9,96.6580422595947
"Missouri","Ralls County",10489,5277,5212,5777,79.1933529513588,23.6,96.0911431022977
"Missouri","Randolph County",24109,12435,11674,11025,75.4829931972789,24,90.6259073375088
"Missouri","Ray County",23182,11652,11530,11662,73.7609329446064,23.9,95.0090587524804
"Missouri","Reynolds County",5950,3091,2859,3057,83.7422309453713,24.4,93.9831932773109
"Missouri","Ripley County",10806,5432,5374,5804,86.1819434872502,25.6,94.854710346104
"Missouri","St. Charles County",416659,206203,210456,226052,57.7690089006069,22,87.7374543691604
"Missouri","St. Clair County",9752,4984,4768,4987,79.8476037698015,23.1,96.0418375717801
"Missouri","Ste. Genevieve County",18642,9670,8972,9775,71.9283887468031,23,95.6496084111147
"Missouri","St. Francois County",67058,35236,31822,28614,75.2114349619067,25.1,93.2670225774702
"Missouri","St. Louis County",987059,472246,514813,502356,37.4200765990652,19.1,66.8627711210779
"Missouri","Saline County",23049,11692,11357,9330,69.6463022508039,23.2,86.2466918304482
"Missouri","Schuyler County",4053,2054,1999,1945,81.6452442159383,24.3,97.3846533432026
"Missouri","Scotland County",4676,2310,2366,1918,80.1355578727841,24.2,97.6903336184773
"Missouri","Scott County",37889,18483,19406,17418,79.1480078080147,24.8,84.407083850194
"Missouri","Shannon County",7238,3669,3569,4013,83.827560428607,24.5,94.6946670350926
"Missouri","Shelby County",5931,3000,2931,3262,82.495401594114,23.3,96.290676108582
"Missouri","Stoddard County",28397,14109,14288,13599,86.6460769174204,25.7,96.1122653801458
"Missouri","Stone County",32658,16265,16393,19122,80.3106369626608,23,95.7223344969074
"Missouri","Sullivan County",5797,2960,2837,2463,82.6228177019894,22.5,92.3926168707952
"Missouri","Taney County",56775,27563,29212,26811,79.2062959233151,23.5,92.8348745046235
"Missouri","Texas County",25619,13616,12003,11525,85.5097613882863,24.1,92.4665287481947
"Missouri","Vernon County",19710,9699,10011,8973,79.260002228909,24.5,95.0431253170979
"Missouri","Warren County",37806,19005,18801,20094,74.2261371553698,23.7,94.209913770301
"Missouri","Washington County",23534,12224,11310,10235,82.3058133854421,25,94.5355655647149
"Missouri","Wayne County",10811,5463,5348,5847,86.027022404652,25.2,95.3380815835723
"Missouri","Webster County",41472,21089,20383,19808,80.6946688206785,24.9,95.1750578703704
"Missouri","Worth County",1907,955,952,1105,81.8099547511312,22.8,96.8536969061353
"Missouri","Wright County",19403,9693,9710,8978,87.4359545555803,25.5,95.6656187187548
"Missouri","St. Louis city",281754,136144,145610,116082,16.6623593666546,23.4,49.9886425747283
"Montana","Beaverhead County",9885,5060,4825,5794,70.037970314118,21,93.7683358624178
"Montana","Big Horn County",12751,6303,6448,4470,48.9485458612975,23.6,28.7742137871539
"Montana","Blaine County",6899,3507,3392,3019,50.5465385889367,23,46.1661110305841
"Montana","Broadwater County",8032,4176,3856,4810,78.3783783783784,21.1,95.4930278884462
"Montana","Carbon County",11419,5858,5561,7297,64.670412498287,20.3,94.771871442333
"Montana","Carter County",1418,726,692,854,88.9929742388759,21.5,95.9802538787024
"Montana","Cascade County",84900,43165,41735,37583,59.6519703057233,23.5,87.9411071849234
"Montana","Chouteau County",5847,2935,2912,2934,64.2467620995228,22.7,78.9806738498375
"Montana","Custer County",11985,6036,5949,5797,72.5892703122305,22.9,92.9662077596996
"Montana","Daniels County",1633,857,776,951,81.8086225026288,20.6,93.3864053888549
"Montana","Dawson County",8810,4592,4218,4638,78.2018111254851,22.6,93.7343927355278
"Montana","Deer Lodge County",9673,5136,4537,4870,47.82340862423,22.9,93.0941796753851
"Montana","Fallon County",2994,1520,1474,1507,86.4631718646317,21.5,95.6913827655311
"Montana","Fergus County",11772,5985,5787,6712,73.9719904648391,21.8,94.9286442405708
"Montana","Flathead County",113679,57049,56630,63140,65.5527399429838,22.9,94.4387265897835
"Montana","Gallatin County",126409,66085,60324,69897,46.7759703563815,20,94.1633902649337
"Montana","Garfield County",1211,605,606,800,94.5,21.9,97.2749793559042
"Montana","Glacier County",13609,6629,6980,5078,38.1843245372194,24.5,30.9133661547505
"Montana","Golden Valley County",835,404,431,515,85.4368932038835,21.1,92.814371257485
"Montana","Granite County",3595,1859,1736,2176,70.6341911764706,20.7,95.3824756606398
"Montana","Hill County",16276,8216,8060,6804,56.8930041152263,22.4,69.7652985991644
"Montana","Jefferson County",13048,6603,6445,8291,66.8676878542998,20.5,93.9530962599632
"Montana","Judith Basin County",2093,1072,1021,1353,77.6792313377679,20.6,97.3244147157191
"Montana","Lake County",33338,16506,16832,16910,58.4269662921348,21.1,68.5524026636271
"Montana","Lewis and Clark County",75011,37256,37755,42023,51.1124860195607,23.4,93.5809414619189
"Montana","Liberty County",1974,956,1018,988,76.1133603238866,23.7,94.6301925025329
"Montana","Lincoln County",21895,11077,10818,11789,75.5704470268895,20.8,94.3640100479562
"Montana","McCone County",1676,861,815,1082,86.0443622920518,21.3,95.7040572792363
"Montana","Madison County",9521,4946,4575,6461,71.4285714285714,19.3,95.4521583867241
"Montana","Meagher County",2071,1089,982,1172,75.7679180887372,20.4,95.6542732979237
"Montana","Mineral County",5090,2639,2451,2833,72.3261560183551,21.8,92.7504911591356
"Montana","Missoula County",121849,61250,60599,72773,37.5221579431932,24.8,91.2842944956463
"Montana","Musselshell County",5308,2713,2595,3012,84.6613545816733,20.9,92.7844762622457
"Montana","Park County",17903,9038,8865,11717,52.3000768114705,20.9,95.4365190191588
"Montana","Petroleum County",554,308,246,324,87.6543209876543,20.5,96.3898916967509
"Montana","Phillips County",4249,2146,2103,2189,80.0822293284605,21.6,84.7964226876912
"Montana","Pondera County",6125,3085,3040,2852,69.1444600280505,22.2,80.7510204081633
"Montana","Powder River County",1743,890,853,1106,87.0705244122966,21,93.9759036144578
"Montana","Powell County",7133,4519,2614,3282,75.1371115173675,21.1,90.0883218842002
"Montana","Prairie County",1112,580,532,688,79.3604651162791,20.9,93.0755395683453
"Montana","Ravalli County",47738,23970,23768,29904,68.9439539860888,22.5,95.0102643596296
"Montana","Richland County",11173,5842,5331,5309,82.6332642682238,21.5,92.9741340732122
"Montana","Roosevelt County",10319,5209,5110,3914,52.5038323965253,25.4,33.6175986045159
"Montana","Rosebud County",8160,4071,4089,3693,66.7749796913079,23.5,56.4705882352941
"Montana","Sanders County",13684,7035,6649,8069,76.2176230016111,21.4,92.012569424145
"Montana","Sheridan County",3498,1835,1663,1912,69.0899581589958,20.2,93.2532875929102
"Montana","Silver Bow County",36360,18579,17781,18226,44.496872599583,22.8,93.3718371837184
"Montana","Stillwater County",9173,4662,4511,5906,79.563156112428,20,95.2687234274501
"Montana","Sweet Grass County",3763,1919,1844,2381,75.1364972700546,20.7,95.110284347595
"Montana","Teton County",6430,3168,3262,3568,70.9921524663677,21.2,93.5769828926905
"Montana","Toole County",5133,3025,2108,2046,76.7839687194526,21.3,87.6875121761153
"Montana","Treasure County",772,393,379,442,83.0316742081448,20.5,93.1347150259067
"Montana","Valley County",7474,3770,3704,4079,74.0132385388576,21.3,86.5801445009366
"Montana","Wheatland County",2057,1047,1010,1086,77.6243093922652,22.6,93.3884297520661
"Montana","Wibaux County",910,455,455,546,84.7985347985348,20.8,94.9450549450549
"Montana","Yellowstone County",170843,84724,86119,81391,61.9970266982836,24,89.6817545933986
"Nebraska","Adams County",30899,15420,15479,14364,70.1545530492899,17.7,94.1066053917603
"Nebraska","Antelope County",6302,3211,3091,3447,87.9605454017987,16.4,97.4135195176135
"Nebraska","Arthur County",412,209,203,282,93.6170212765958,17,97.8155339805825
"Nebraska","Banner County",674,335,339,386,90.1554404145078,16.2,96.5875370919881
"Nebraska","Blaine County",436,215,221,291,85.9106529209622,16.1,96.3302752293578
"Nebraska","Boone County",5310,2688,2622,3031,82.4480369515012,16.4,97.1374764595104
"Nebraska","Box Butte County",10692,5400,5292,4931,77.6110322449807,17.1,89.2817059483726
"Nebraska","Boyd County",1725,867,858,1075,87.2558139534884,15.3,95.7101449275362
"Nebraska","Brown County",2853,1406,1447,1642,86.9671132764921,15.5,95.3732912723449
"Nebraska","Buffalo County",50697,25481,25216,23759,71.821204596153,17.1,94.4533207093122
"Nebraska","Burt County",6727,3423,3304,3656,71.9912472647702,15.9,93.7267727070016
"Nebraska","Butler County",8459,4332,4127,4587,79.3982995421844,16,96.5598770540253
"Nebraska","Cass County",27446,14006,13440,15755,67.8197397651539,16.3,95.3873059826569
"Nebraska","Cedar County",8262,4261,4001,4912,84.3037459283388,14.7,97.0709271362866
"Nebraska","Chase County",3724,1863,1861,1866,88.3172561629153,16.2,96.3480128893663
"Nebraska","Cherry County",5492,2837,2655,3069,87.5529488432714,15.9,86.3801893663511
"Nebraska","Cheyenne County",9541,4814,4727,4530,81.5011037527594,16.2,94.4031024001677
"Nebraska","Clay County",6116,3149,2967,3310,80.8761329305136,16.4,95.3073904512753
"Nebraska","Colfax County",10566,5678,4888,3516,74.971558589306,15.4,85.5669127389741
"Nebraska","Cuming County",8918,4480,4438,4445,79.5500562429696,15.8,96.4229647903117
"Nebraska","Custer County",10581,5346,5235,5886,85.6608902480462,16.4,96.5693223702864
"Nebraska","Dakota County",21268,10903,10365,6120,64.281045751634,14.9,80.1344743276284
"Nebraska","Dawes County",8133,3931,4202,3868,72.6990692864529,16.7,89.64711668511
"Nebraska","Dawson County",24085,12785,11300,8491,74.3375338593805,15.7,86.3441976333818
"Nebraska","Deuel County",1871,952,919,1012,83.300395256917,16.1,95.6173169428113
"Nebraska","Dixon County",5491,2813,2678,2895,78.4455958549223,15.7,94.8096885813149
"Nebraska","Dodge County",37187,18632,18555,16443,65.6510369154047,18,93.4789039180359
"Nebraska","Douglas County",589540,292700,296840,273403,44.2273859467526,17.9,79.2064999830376
"Nebraska","Dundy County",1561,767,794,929,89.2357373519914,16.4,94.3625880845612
"Nebraska","Fillmore County",5548,2785,2763,3013,76.833720544308,16.1,96.7555875991348
"Nebraska","Franklin County",2825,1440,1385,1600,84.4375,16.2,96.4247787610619
"Nebraska","Frontier County",2585,1339,1246,1410,86.0283687943262,16.3,96.8278529980658
"Nebraska","Furnas County",4556,2320,2236,2413,84.6663903854123,16.5,96.57594381036
"Nebraska","Gage County",21634,10868,10766,10916,68.9171857823379,18,95.8075251918277
"Nebraska","Garden County",1794,903,891,1117,84.9597135183527,16,95.6521739130435
"Nebraska","Garfield County",1763,895,868,1015,87.9802955665025,15.4,98.3550765740216
"Nebraska","Gosper County",1847,975,872,1118,81.1270125223614,15.5,95.9393611261505
"Nebraska","Grant County",565,293,272,366,95.9016393442623,16.4,97.8761061946903
"Nebraska","Greeley County",2219,1137,1082,1235,83.4008097165992,16.3,97.7917981072555
"Nebraska","Hall County",62197,31822,30375,22804,68.259954393966,18.5,89.4753766258823
"Nebraska","Hamilton County",9537,4848,4689,5547,79.6106003244997,16.1,96.8019293278809
"Nebraska","Harlan County",3045,1569,1476,1802,83.5738068812431,15.6,96.88013136289
"Nebraska","Hayes County",846,427,419,494,95.5465587044534,16,96.3356973995272
"Nebraska","Hitchcock County",2552,1306,1246,1433,88.5554780181437,16.9,96.7868338557994
"Nebraska","Holt County",10093,5104,4989,5442,86.5123116501286,15.1,96.9582879223224
"Nebraska","Hooker County",679,327,352,427,86.4168618266979,15.4,97.9381443298969
"Nebraska","Howard County",6527,3309,3218,3550,80.7887323943662,15.7,96.8592002451356
"Nebraska","Jefferson County",7054,3492,3562,3631,71.9911870008262,16.4,96.1015026935072
"Nebraska","Johnson County",5198,3142,2056,2152,69.5167286245353,14.7,87.8222393228165
"Nebraska","Kearney County",6770,3402,3368,3604,78.4683684794673,16.7,97.0310192023634
"Nebraska","Keith County",8113,4097,4016,4199,81.3527030245296,15.7,95.2545297670406
"Nebraska","Keya Paha County",805,426,379,544,91.9117647058823,15.5,97.1428571428571
"Nebraska","Kimball County",3289,1664,1625,1720,82.7906976744186,16.9,91.8820310124658
"Nebraska","Knox County",8298,4100,4198,4436,80.9963931469793,15.1,86.4786695589299
"Nebraska","Lancaster County",326716,164194,162522,157633,47.080877734992,18.5,86.0869991062574
"Nebraska","Lincoln County",33365,16612,16753,16464,76.9800777453839,18.3,94.665068185224
"Nebraska","Logan County",655,344,311,440,92.9545454545455,16.9,95.7251908396946
"Nebraska","Loup County",592,305,287,428,82.7102803738318,16.4,97.6351351351351
"Nebraska","McPherson County",383,195,188,283,94.3462897526502,16.4,98.1723237597911
"Nebraska","Madison County",35627,17861,17766,15690,77.4059910771192,17.5,92.0734274567042
"Nebraska","Merrick County",7755,3941,3814,4342,81.7825886688162,17.1,95.6286266924565
"Nebraska","Morrill County",4504,2320,2184,2426,83.5119538334707,16.1,94.4271758436945
"Nebraska","Nance County",3274,1666,1608,1837,79.5862819814916,16.7,96.8540012217471
"Nebraska","Nemaha County",7076,3571,3505,3418,71.4745465184318,17.6,95.27981910684
"Nebraska","Nuckolls County",4095,2059,2036,2258,81.3108945969885,16,96.3125763125763
"Nebraska","Otoe County",16335,8228,8107,8198,68.9314466943157,16.7,94.7719620446893
"Nebraska","Pawnee County",2512,1248,1264,1379,78.6802030456853,17.5,96.4570063694268
"Nebraska","Perkins County",2795,1443,1352,1426,85.8345021037868,15.2,97.0661896243292
"Nebraska","Phelps County",9057,4570,4487,4965,83.7462235649547,16.1,96.3674505907033
"Nebraska","Pierce County",7299,3708,3591,3897,87.7598152424942,15.8,97.0406905055487
"Nebraska","Platte County",34609,17564,17045,15658,78.7201430578618,16,93.6114883411829
"Nebraska","Polk County",5228,2663,2565,2819,81.4473217452997,16.1,95.4667176740627
"Nebraska","Red Willow County",10457,5236,5221,5323,83.7309787713695,17,95.7540403557426
"Nebraska","Richardson County",7689,3850,3839,3942,75.1395230847286,16.1,92.5477955520874
"Nebraska","Rock County",1271,639,632,834,89.3285371702638,15.6,97.639653815893
"Nebraska","Saline County",14555,7539,7016,5655,66.0300618921309,16.4,91.4531088972862
"Nebraska","Sarpy County",199886,100853,99033,100735,55.161562515511,16.9,87.9956575247891
"Nebraska","Saunders County",23463,12060,11403,13565,72.6428308145964,15.9,96.6543067808891
"Nebraska","Scotts Bluff County",35699,17420,18279,15040,73.3577127659574,16.9,91.7980895823412
"Nebraska","Seward County",17671,9094,8577,9184,72.5936411149826,17.3,96.5310395563352
"Nebraska","Sheridan County",4928,2485,2443,2484,84.621578099839,16.7,83.9082792207792
"Nebraska","Sherman County",2983,1507,1476,1687,79.6680497925311,16,96.714716728126
"Nebraska","Sioux County",1154,607,547,678,88.0530973451327,15.9,95.4939341421144
"Nebraska","Stanton County",5856,2985,2871,3064,82.7676240208877,16.3,96.0040983606557
"Nebraska","Thayer County",4829,2422,2407,2852,79.8737727910238,16.4,96.9351832677573
"Nebraska","Thomas County",677,322,355,393,88.5496183206107,15.3,95.2732644017725
"Nebraska","Thurston County",6557,3306,3251,2123,52.9910504003768,18.8,38.2949519597377
"Nebraska","Valley County",4012,2011,2001,2299,81.4267072640278,15.8,97.2333000997009
"Nebraska","Washington County",21152,10730,10422,12545,70.5858907931447,15.5,96.3502269288956
"Nebraska","Wayne County",9874,5007,4867,4073,73.9258531794746,16.7,94.1867530889204
"Nebraska","Webster County",3351,1695,1656,1763,82.1894498014748,16.3,95.5237242614145
"Nebraska","Wheeler County",775,407,368,486,87.2427983539095,16.2,97.1612903225806
"Nebraska","York County",14356,7191,7165,6984,74.942726231386,16.2,94.5806631373642
"Nevada","Churchill County",25803,13242,12561,13503,73.7761978819522,20.5,83.4941673448824
"Nevada","Clark County",2336573,1168430,1168143,1031223,47.8123548446844,18.3,66.5325671399952
"Nevada","Douglas County",49545,25074,24471,35556,65.3532455844302,18.6,91.242304975275
"Nevada","Elko County",54293,28345,25948,22465,77.2401513465391,20.2,87.6540253808042
"Nevada","Esmeralda County",736,406,330,461,81.5618221258134,19.2,80.1630434782609
"Nevada","Eureka County",1917,1030,887,1036,87.8378378378378,20.7,90.0365153886281
"Nevada","Humboldt County",17136,8855,8281,8030,76.4757160647572,20.7,89.297385620915
"Nevada","Lander County",5769,2955,2814,2725,80,21.2,88.1955278211128
"Nevada","Lincoln County",4452,2384,2068,2472,85.2750809061489,19.6,89.937106918239
"Nevada","Lyon County",62583,32409,30174,33541,71.1397990519066,19.6,88.2044644711823
"Nevada","Mineral County",4528,2310,2218,2295,66.5795206971678,21,69.3462897526502
"Nevada","Nye County",55720,28570,27150,26997,70.1781679445864,20.1,86.5254845656856
"Nevada","Pershing County",6364,4008,2356,2308,76.4298093587522,18.5,84.5851665619108
"Nevada","Storey County",4177,2149,2028,3075,68.5528455284553,18.5,90.06463969356
"Nevada","Washoe County",498022,252998,245024,263734,48.3225522685736,19.1,83.1282553782765
"Nevada","White Pine County",8522,4735,3787,4351,77.3155596414617,19.9,86.2004224360479
"Nevada","Carson City",58036,29956,28080,31068,54.3099008626239,20.1,87.6249224619202
"New Hampshire","Belknap County",65027,32313,32714,40550,56.1405672009864,20.2,96.075476340597
"New Hampshire","Carroll County",52448,26300,26148,34498,50.4579975650762,20.3,96.6576418547895
"New Hampshire","Cheshire County",77703,38450,39253,45200,44.5619469026549,23.2,95.1044361221574
"New Hampshire","Coos County",31372,16318,15054,17230,56.4770748694138,22.4,96.082493943644
"New Hampshire","Grafton County",93146,46274,46872,55603,39.4061471503336,22.5,91.9395357825349
"New Hampshire","Hillsborough County",427354,214431,212923,233234,48.0495982575439,20.7,88.8771369871348
"New Hampshire","Merrimack County",157103,78171,78932,92475,46.8937550689376,23.7,93.6512988294304
"New Hampshire","Rockingham County",320689,159559,161130,201949,50.7761860667792,19.2,94.3979993077405
"New Hampshire","Strafford County",133243,65820,67423,76323,43.450860160109,25.3,92.1699451378309
"New Hampshire","Sullivan County",43969,22057,21912,25091,49.7548921924196,23.2,95.2898633127886
"New Jersey","Atlantic County",275213,133960,141253,129759,50.7224932374633,18.4,70.882916141316
"New Jersey","Bergen County",957736,469559,488177,459077,47.2896703603099,15.7,71.066974615134
"New Jersey","Burlington County",469167,231946,237221,229466,41.0152266566724,18.6,70.76797813998
"New Jersey","Camden County",527196,255173,272023,246954,35.5398171319355,19.3,67.3375746401718
"New Jersey","Cape May County",94610,46003,48607,54568,58.9191467526756,17.5,91.6457034140154
"New Jersey","Cumberland County",152326,77331,74995,55885,51.3107273865975,20.2,70.8060344261649
"New Jersey","Essex County",851117,413777,437340,313283,26.7834513842117,16.9,48.5787500425911
"New Jersey","Gloucester County",308423,151094,157329,164635,50.612567194096,18.1,81.0286522081687
"New Jersey","Hudson County",705472,352386,353086,231181,34.567287104044,15.7,62.0933219178082
"New Jersey","Hunterdon County",130183,64153,66030,80925,52.3830707445165,16.9,89.4049146201885
"New Jersey","Mercer County",381671,188624,193047,163270,32.0169045139952,16.6,61.5705673210697
"New Jersey","Middlesex County",863623,429438,434185,365187,44.4865233428353,13.8,57.2529911778635
"New Jersey","Monmouth County",642799,314907,327892,360143,54.8140599706228,17.1,84.5984514599432
"New Jersey","Morris County",514423,254981,259442,284666,50.3885255000597,15.7,81.45203460965
"New Jersey","Ocean County",659197,321197,338000,337135,67.4008928174174,18,92.0497211000657
"New Jersey","Passaic County",513395,252221,261174,202767,49.7881805224716,17,73.7632816836938
"New Jersey","Salem County",65338,32169,33169,31001,58.8013289893874,20.2,79.684104196639
"New Jersey","Somerset County",348842,171781,177061,177412,41.7677496448944,15.6,65.0566732216878
"New Jersey","Sussex County",146132,73536,72596,84629,61.5899987002092,19.1,91.7499247255906
"New Jersey","Union County",572726,283008,289718,240632,37.0121180890322,15.6,66.176845472355
"New Jersey","Warren County",111252,55068,56184,60150,59.4713216957606,17.9,86.3229425088987
"New Mexico","Bernalillo County",671586,330097,341489,310844,38.2063028400098,19.1,82.3696443940165
"New Mexico","Catron County",3825,1974,1851,2357,74.331777683496,18.3,90.4313725490196
"New Mexico","Chaves County",63561,31805,31756,22200,71.5945945945946,19.5,90.8481616085335
"New Mexico","Cibola County",26780,13588,13192,8977,48.0227247410048,20.4,46.7401045556385
"New Mexico","Colfax County",12255,6322,5933,5813,55.9435747462584,18.2,91.2851897184823
"New Mexico","Curry County",47222,24204,23018,15223,70.3803455297904,19,84.5029858964042
"New Mexico","De Baca County",1657,859,798,874,74.2562929061785,18.2,91.2492456246228
"New Mexico","Doña Ana County",225210,110977,114233,85407,44.017469294086,18.9,91.0408063585098
"New Mexico","Eddy County",60275,30777,29498,23472,77.2878323108384,17.8,92.0978846951472
"New Mexico","Grant County",27472,13698,13774,14224,46.259842519685,17.5,92.1665695981363
"New Mexico","Guadalupe County",4292,2499,1793,1938,48.7616099071207,15.6,88.7232059645853
"New Mexico","Harding County",624,332,292,431,68.9095127610209,16.7,91.1858974358974
"New Mexico","Hidalgo County",3965,2019,1946,1862,61.2244897959184,17.8,93.4174022698613
"New Mexico","Lea County",72101,37421,34680,21209,80.1405063887972,18.6,90.9252298858546
